event_id,timestamp,user_id,role,department,network_zone,device_id,resource_id,sensitivity,action,outcome,access_frequency,recent_failure_count,session_resource_variety,is_off_hours,device_novelty,sensitivity_mismatch,peer_rarity_score,user_hour_deviation,zone_risk,cross_department,iso_score,calculated_risk_score_ai,final_decision,decision_reason,is_anomaly,anomaly_type
EVT_00000,2026-05-01 01:23:50,USR_042,Manager,HR,VPN_Remote,DEV_142,RES_SAL_CONTRACTS,Privileged,Read,Success,1.0,0.0,1.0,1,1,0,1.0,0.0,1,1,0.7437342867370245,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00001,2026-05-01 01:40:08,USR_020,Manager,Engineering,VPN_Remote,DEV_120,RES_ENG_PROD_DB,Privileged,Write,Success,1.0,0.0,1.0,1,1,0,1.0,0.0,1,0,0.6739685028288553,98.6,BLOCK,Critical AI risk (99/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00002,2026-05-01 01:47:55,USR_055,Employee,Sales,VPN_Remote,DEV_155,RES_ENG_PROD_DB,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,1.0,0.0,1,1,0.7504716633485935,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00003,2026-05-01 01:53:13,USR_035,Manager,Engineering,VPN_Remote,DEV_135,RES_FIN_BANK,Privileged,Write,Success,1.0,0.0,1.0,1,1,0,1.0,0.0,1,1,0.7437342867370245,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00004,2026-05-01 01:53:15,USR_015,Employee,Engineering,VPN_Remote,DEV_115,RES_FIN_BANK,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,0.5,0.0,1,1,0.7567622534250181,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00005,2026-05-01 01:54:08,USR_029,Admin,Sales,VPN_Remote,DEV_129,RES_ENG_PROD_DB,Privileged,Write,Success,1.0,0.0,1.0,1,1,0,0.0,0.0,1,1,0.7352639992081019,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00006,2026-05-01 02:35:21,USR_022,Employee,Engineering,VPN_Remote,DEV_122,RES_SAL_CONTRACTS,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,1.0,0.0,1,1,0.7504716633485935,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00007,2026-05-01 02:35:33,USR_010,Intern,Sales,VPN_Remote,DEV_110,RES_ENG_PROD_DB,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,0.0,0.0,1,1,0.7575306657586615,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00008,2026-05-01 02:48:50,USR_036,Manager,HR,VPN_Remote,DEV_136,RES_SAL_CONTRACTS,Privileged,Read,Success,1.0,0.0,1.0,1,1,0,0.0,0.0,1,1,0.7352639992081019,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00009,2026-05-01 03:09:41,USR_041,Admin,Engineering,VPN_Remote,DEV_141,RES_SAL_CONTRACTS,Privileged,Read,Success,1.0,0.0,1.0,1,1,0,0.75,0.0,1,1,0.7340213765316688,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00010,2026-05-01 03:30:34,USR_055,Employee,Sales,VPN_Remote,DEV_155,RES_HR_MEDICAL,Privileged,Write,Success,1.0,0.0,1.0,1,0,1,1.0,2.0,1,1,0.6864970650956104,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00011,2026-05-01 03:55:38,USR_053,Manager,Engineering,VPN_Remote,DEV_153,RES_ENG_PROD_DB,Privileged,Read,Success,1.0,0.0,1.0,1,1,0,0.8,0.0,1,0,0.6742234994441508,98.7,BLOCK,Critical AI risk (99/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00012,2026-05-01 03:57:03,USR_022,Employee,Engineering,VPN_Remote,DEV_122,RES_ENG_PROD_DB,Privileged,Write,Success,1.0,0.0,1.0,1,0,1,0.6666666666666667,1.0,1,0,0.6536365394419686,99.5,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00013,2026-05-01 04:00:18,USR_045,Employee,Finance,VPN_Remote,DEV_145,RES_SAL_CONTRACTS,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,1.0,0.0,1,1,0.7504716633485935,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00014,2026-05-01 04:03:22,USR_025,Intern,Engineering,VPN_Remote,DEV_125,RES_ENG_PROD_DB,Privileged,Read,Success,1.0,0.0,1.0,1,1,1,0.5714285714285714,0.0,1,0,0.7211169988565128,98.7,BLOCK,Critical AI risk (99/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00015,2026-05-01 04:13:14,USR_043,Employee,Sales,VPN_Remote,DEV_143,RES_FIN_BANK,Privileged,Read,Success,1.0,0.0,1.0,1,1,1,1.0,0.0,1,1,0.7504716633485935,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00016,2026-05-01 04:29:49,USR_049,Employee,Finance,VPN_Remote,DEV_149,RES_HR_MEDICAL,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,1.0,0.0,1,1,0.7504716633485935,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00017,2026-05-01 04:49:38,USR_055,Employee,Sales,VPN_Remote,DEV_155,RES_SAL_CONTRACTS,Privileged,Write,Success,1.0,0.0,1.0,1,0,1,1.0,2.0,1,0,0.6120464549162626,99.2,BLOCK,Critical AI risk (99/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00018,2026-05-01 04:55:45,USR_059,Employee,HR,VPN_Remote,DEV_159,RES_HR_MEDICAL,Privileged,Write,Success,1.0,0.0,1.0,1,1,1,1.0,0.0,1,0,0.7104431365122922,98.6,BLOCK,Critical AI risk (99/100). High probability of active compromise.,1,Off_Hours_Privileged
EVT_00019,2026-05-01 06:00:22,USR_004,Employee,Sales,VPN_Remote,DEV_104,RES_GEN_29,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,1,0,0.5886082279712002,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00020,2026-05-01 06:02:10,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_GEN_29,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00021,2026-05-01 06:02:21,USR_022,Employee,Engineering,Internal_Corporate,DEV_122,RES_GEN_23,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,3.5,0,0,0.4170052171835207,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00022,2026-05-01 06:03:38,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_HR_PAYROLL,Confidential,Read,Failure,1.0,1.0,1.0,0,1,1,1.0,0.0,0,0,0.6550715644279815,37.4,ALLOW,Low AI risk (37/100). Request matches baseline behaviour.,0,
EVT_00023,2026-05-01 06:05:32,USR_034,Intern,Sales,VPN_Remote,DEV_134,RES_GEN_23,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,1,0,0.5886082279712002,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00024,2026-05-01 06:06:07,USR_005,Manager,Sales,Internal_Corporate,DEV_105,RES_PUB_01,Public,Execute,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00025,2026-05-01 06:11:21,USR_002,Employee,Sales,Internal_Corporate,DEV_102,RES_GEN_23,Internal,Read,Success,1.0,0.0,1.0,0,1,0,0.8888888888888888,0.0,0,0,0.590088252901288,3.7,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00026,2026-05-01 06:11:47,USR_054,Intern,HR,Internal_Corporate,DEV_154,RES_HR_MEDICAL,Privileged,Read,Success,1.0,0.0,1.0,0,1,1,0.75,0.0,0,0,0.6451535275312342,34.5,ALLOW,Low AI risk (34/100). Request matches baseline behaviour.,0,
EVT_00027,2026-05-01 06:14:54,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_HR_RECORDS,Confidential,Delete,Success,1.0,0.0,1.0,0,0,0,1.0,5.0,0,0,0.4356484019537152,2.1,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00028,2026-05-01 06:15:27,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_PUB_03,Public,Read,Success,1.0,0.0,1.0,0,0,0,1.0,5.0,0,0,0.4356484019537152,2.1,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00029,2026-05-01 06:16:10,USR_039,Employee,Finance,Internal_Corporate,DEV_139,RES_GEN_26,Internal,Write,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00030,2026-05-01 06:21:57,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_INT_02,Internal,Write,Success,1.0,0.0,1.0,0,0,0,1.0,0.0,0,0,0.4376073563073213,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00031,2026-05-01 06:22:27,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_HR_RECORDS,Confidential,Read,Success,1.0,0.0,1.0,0,1,1,0.8333333333333334,0.0,0,0,0.6398316176057637,15.6,ALLOW,Low AI risk (16/100). Request matches baseline behaviour.,0,
EVT_00032,2026-05-01 06:23:52,USR_012,Manager,Sales,Internal_Corporate,DEV_112,RES_GEN_23,Internal,Read,Success,1.0,0.0,1.0,0,1,0,0.8,0.0,0,0,0.6019685992462714,13.1,ALLOW,Low AI risk (13/100). Request matches baseline behaviour.,0,
EVT_00033,2026-05-01 06:27:15,USR_059,Employee,HR,VPN_Remote,DEV_159,RES_GEN_28,Internal,Read,Success,1.0,0.0,1.0,0,0,0,1.0,2.0,1,0,0.4371393648384581,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00034,2026-05-01 06:27:47,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_GEN_24,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00035,2026-05-01 06:28:28,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_GEN_24,Internal,Read,Failure,1.0,1.0,1.0,0,1,0,0.8333333333333334,0.0,0,0,0.6505600432417915,33.0,ALLOW,Low AI risk (33/100). Request matches baseline behaviour.,0,
EVT_00036,2026-05-01 06:32:22,USR_033,Intern,Engineering,VPN_Remote,DEV_133,RES_INT_02,Internal,Write,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,1,0,0.5886082279712002,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00037,2026-05-01 06:32:37,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_ENG_CICD,Confidential,Read,Success,2.0,0.0,2.0,0,0,1,1.0,0.0,0,0,0.5691670516588514,2.3,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.,0,
EVT_00038,2026-05-01 06:33:56,USR_004,Employee,Sales,Public_Internet,DEV_104,RES_GEN_29,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.9090909090909091,0.0,2,0,0.5173725506023454,24.1,CHALLENGE,Low AI risk (24/100) overridden by policy: access from public internet requires step-up MFA.,0,
EVT_00039,2026-05-01 06:36:03,USR_047,Employee,HR,Public_Internet,DEV_147,RES_GEN_21,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,2,0,0.6301615543694558,26.6,CHALLENGE,Low AI risk (27/100) overridden by policy: access from public internet requires step-up MFA.,0,
EVT_00040,2026-05-01 06:38:50,USR_012,Manager,Sales,VPN_Remote,DEV_112,RES_SAL_PIPE,Confidential,Read,Success,1.0,0.0,2.0,0,0,0,1.0,0.0,1,0,0.4887392440195825,2.6,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.,0,
EVT_00041,2026-05-01 06:39:34,USR_025,Intern,Engineering,Internal_Corporate,DEV_125,RES_PUB_01,Public,Read,Failure,1.0,1.0,1.0,0,0,0,1.0,2.0,0,0,0.521182722275033,6.3,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.,0,
EVT_00042,2026-05-01 06:39:48,USR_048,Manager,Sales,Internal_Corporate,DEV_148,RES_INT_01,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00043,2026-05-01 06:40:24,USR_002,Employee,Sales,Internal_Corporate,DEV_102,RES_GEN_29,Internal,Read,Success,1.0,0.0,1.0,0,0,0,0.8571428571428572,0.0,0,0,0.47008771793297327,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
EVT_00044,2026-05-01 06:40:55,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_GEN_20,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00045,2026-05-01 06:42:31,USR_060,Employee,HR,Internal_Corporate,DEV_160,RES_GEN_22,Internal,Read,Success,1.0,0.0,1.0,0,1,0,1.0,0.0,0,0,0.5881295620829285,3.6,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.,0,
EVT_00046,2026-05-01 06:43:32,USR_041,Admin,Engineering,Internal_Corporate,DEV_141,RES_ENG_CODE,Confidential,Execute,Success,1.0,0.0,1.0,0,0,0,1.0,3.0,0,0,0.41502559170921144,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.,0,
